item,term,candidate,prefixed,vocabulary,tier,fit,reason,definition,source,evidence,found_by
24,oht:officialMapping,http://purl.org/pav/hasVersion,pav:hasVersion,PAV,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","This resource has a more specific, versioned resource. This property is intended for relating a non-versioned or abstract resource to several versioned resources, e.g. snapshots. For instance, if there are two snapshots of the News page, made on 23rd and 24th of December, then: <http://news.example.com/> pav:hasVersion <http://news.example.com/2013-12-23/> ; pav:hasVersion <http://news.example.com/2013-12-24/> . If one of the versions has somewhat the equivalent content to this resource (e.g. can be used as a permalink for this resource), then it should instead be indicated with the subproperty pav:hasCurrentVersion: <http://news.example.com/> pav:hasCurrentVersion <http://news.example.com/2013-12-25/> . To order the versions, use pav:previousVersion: <http://news.example.com/2013-12-25/> pav:previousVersion <http://news.example.com/2013-12-24/> . <http://news.example.com/2013-12-24/> pav:previousVersion <http://news.example.com/2013-12-23/> . Note that it might be confusing to also indicate pav:previousVersion from a resource that has pav:hasVersion relations, as such a resource is intended to be a long-living ""unversioned"" resource. The PAV ontology does however not formally restrict this, to cater for more complex scenarios with multiple abstraction levels. pav:hasVersion is a subproperty of dcterms:hasVersion to more strongly define this hierarchical pattern. It is therefore also a subproperty of pav:generalizationOf (inverse of prov:specializationOf). To indicate the existence of other, non-hierarchical kind of editions and adaptations of this resource that are not versioned snapshots (e.g. Powerpoint slides has a video recording version), use instead dcterms:hasVersion or prov:alternateOf.",http://purl.org/pav/,definition from source file,bm25
25,oht:introducedIn,http://purl.org/dc/terms/created,dcterms:created,DCMI Terms,1,related,Date.,Date of creation of the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,bm25
25,oht:introducedIn,http://www.w3.org/ns/prov#generatedAtTime,prov:generatedAtTime,PROV-O,1,related,Timestamp.,The time at which an entity was completely created and is available for use.,https://www.w3.org/ns/prov.ttl,verified at source,lead
25,oht:introducedIn,http://purl.org/pav/createdAt,pav:createdAt,PAV,2,irrelevant,"Despite its name, PAV defines it as the geo-location of the creating agent.",The geo-location of the agents when creating the resource (pav:createdBy). For instance a photographer takes a picture of the Eiffel Tower while standing in front of it.,http://purl.org/pav/,verified at source,lead
25,oht:introducedIn,http://purl.org/skos-history/ConceptVersion,sh:ConceptVersion,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",(???) A version of a SKOS concept.,http://purl.org/skos-history/,definition from source file,bm25
25,oht:introducedIn,http://data.europa.eu/eli/ontology#Version,eli:Version,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Formally defined as the set of skos:Concept in concept scheme eli:VersionTable,http://data.europa.eu/eli/ontology,definition from source file,bm25
25,oht:introducedIn,http://purl.org/skos-history/isVersionHistoryOf,sh:isVersionHistoryOf,skos-history,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Links the version history set to the skos concept scheme it is about. (Preliminary, may be better located in dsv ontology.)",http://purl.org/skos-history/,definition from source file,bm25
25,oht:introducedIn,http://data.europa.eu/eli/ontology#version,eli:version,ELI,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A skos concept scheme, could be locally defined? Group proposal is to start with an initial ELI scheme, that might include concepts of ""Official Journal"" ""made"" ""consolidated"" ""proposed"" ""prospective""",http://data.europa.eu/eli/ontology,definition from source file,bm25
25,oht:introducedIn,http://xmlns.com/foaf/0.1/firstName,foaf:firstName,FOAF,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The first name of a person.,http://xmlns.com/foaf/spec/index.rdf,definition from source file,bm25
25,oht:introducedIn,http://www.w3.org/ns/dcat#first,dcat:first,DCAT 3,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The first resource in an ordered collection or series of resources, to which the current resource belongs.",https://www.w3.org/ns/dcat.ttl,definition from source file,bm25
25,oht:introducedIn,https://schema.org/firstPerformance,schema:firstPerformance,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The date and place the work was first performed.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
25,oht:introducedIn,https://schema.org/firstAppearance,schema:firstAppearance,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the first known occurrence of a [[Claim]] in some [[CreativeWork]].,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
25,oht:introducedIn,https://schema.org/dateVehicleFirstRegistered,schema:dateVehicleFirstRegistered,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The date of the first registration of the vehicle with the respective public authorities.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
25,oht:introducedIn,http://usefulinc.com/ns/doap#created,doap:created,DOAP,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Date when something was created, in YYYY-MM-DD form. e.g. 2004-04-05",http://usefulinc.com/ns/doap,definition from source file,bm25
25,oht:introducedIn,http://purl.obolibrary.org/obo/IAO_0000426,obo:IAO_0000426,OBO IAO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",,http://purl.obolibrary.org/obo/iao.owl,no definition in file,bm25
25,oht:introducedIn,https://schema.org/printSection,schema:printSection,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","If this NewsArticle appears in print, this field indicates the print section in which the article appeared.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
25,oht:introducedIn,http://www.w3.org/ns/dcat#version,dcat:version,DCAT 3,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The version indicator (name or identifier) of a resource.,https://www.w3.org/ns/dcat.ttl,definition from source file,bm25
25,oht:introducedIn,https://schema.org/dateCreated,schema:dateCreated,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The date on which the CreativeWork was created or the item was added to a DataFeed.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
25,oht:introducedIn,http://purl.org/dc/terms/issued,dcterms:issued,DCMI Terms,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Date of formal issuance of the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,definition from source file,lead
26,oht:retiredIn,http://www.w3.org/2002/07/owl#deprecated,owl:deprecated,OWL 2,1,related,A flag with no version; add it alongside.,The annotation property that indicates that a given entity has been deprecated.,https://www.w3.org/2002/07/owl.ttl,verified at source,bm25+lead
26,oht:retiredIn,http://purl.org/dc/terms/isReplacedBy,dcterms:isReplacedBy,DCMI Terms,1,related,"The successor, where there is one.","A related resource that supplants, displaces, or supersedes the described resource.",https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,bm25+lead
26,oht:retiredIn,http://purl.obolibrary.org/obo/IAO_0100001,obo:IAO_0100001,OBO IAO,2,related,OBO's 'term replaced by'; tier 2.,"Use on obsolete terms, relating the term to another term that can be used as a substitute",http://purl.obolibrary.org/obo/iao.owl,verified at source,bm25
26,oht:retiredIn,http://www.w3.org/ns/prov#invalidatedAtTime,prov:invalidatedAtTime,PROV-O,1,related,Timestamp.,"The time at which an entity was invalidated (i.e., no longer usable).",https://www.w3.org/ns/prov.ttl,verified at source,lead
26,oht:retiredIn,http://www.w3.org/2002/07/owl#versionIRI,owl:versionIRI,OWL 2,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The property that identifies the version IRI of an ontology.,https://www.w3.org/2002/07/owl.ttl,definition from source file,bm25
26,oht:retiredIn,https://w3id.org/sssom/object_source_version,sssom:object_source_version,SSSOM,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Version IRI or version string of the source of the object term.,https://w3id.org/sssom/,definition from source file,bm25
